respID,qID,altID,type,price,crust,image
7,2,1,Bianca,9,thick,bianca.jpg
7,2,2,Bianca,7.5,thin,bianca.jpg
7,2,3,Salame,8,average,salame.jpg
8,1,1,Salame,8,average,salame.jpg
8,1,2,Caprese,8.5,thick,caprese.jpg
8,1,3,Bianca,9,thick,bianca.jpg
8,2,1,Salame,9,thick,salame.jpg
8,2,2,Bianca,7.5,thick,bianca.jpg
8,2,3,Bianca,8.5,thin,bianca.jpg
9,1,1,Bianca,8.5,average,bianca.jpg
9,1,2,Caprese,7.5,average,caprese.jpg
9,1,3,Prosciutto,8,average,prosciutto.jpg
9,2,1,Bianca,8,average,bianca.jpg
9,2,2,Margherita,7.5,average,margherita.jpg
9,2,3,Bianca,9,thin,bianca.jpg
10,1,1,Bianca,8.5,thin,bianca.jpg
10,1,2,Salame,8.5,thick,salame.jpg
10,1,3,Salame,8,average,salame.jpg
10,2,1,Caprese,7.5,average,caprese.jpg
10,2,2,Bianca,7.5,average,bianca.jpg
10,2,3,Margherita,7.5,thick,margherita.jpg
11,1,1,Salame,8.5,average,salame.jpg
11,1,2,Bianca,8,thick,bianca.jpg
11,1,3,Caprese,9,average,caprese.jpg
11,2,1,Caprese,9,thin,caprese.jpg
11,2,2,Prosciutto,8.5,thick,prosciutto.jpg
11,2,3,Prosciutto,8,thick,prosciutto.jpg
12,1,1,Salame,8.5,thin,salame.jpg
12,1,2,Margherita,8.5,thick,margherita.jpg
12,1,3,Salame,8,average,salame.jpg
12,2,1,Salame,7.5,average,salame.jpg
12,2,2,Bianca,8,thin,bianca.jpg
12,2,3,Bianca,8,average,bianca.jpg
13,1,1,Bianca,9,average,bianca.jpg
13,1,2,Prosciutto,9,thick,prosciutto.jpg
13,1,3,Salame,7.5,average,salame.jpg
13,2,1,Salame,7.5,thick,salame.jpg
13,2,2,Salame,8,thin,salame.jpg
13,2,3,Bianca,7.5,thin,bianca.jpg
14,1,1,Salame,9,thick,salame.jpg
14,1,2,Bianca,8.5,thin,bianca.jpg
14,1,3,Salame,9,thin,salame.jpg
14,2,1,Salame,8,thin,salame.jpg
14,2,2,Bianca,8.5,average,bianca.jpg
14,2,3,Prosciutto,8,thin,prosciutto.jpg
15,1,1,Prosciutto,8.5,average,prosciutto.jpg
15,1,2,Caprese,7.5,average,caprese.jpg
15,1,3,Salame,9,average,salame.jpg
15,2,1,Caprese,7.5,thin,caprese.jpg
15,2,2,Bianca,8,average,bianca.jpg
15,2,3,Caprese,8,thin,caprese.jpg
16,1,1,Prosciutto,8.5,average,prosciutto.jpg
16,1,2,Bianca,8.5,thick,bianca.jpg
16,1,3,Margherita,8.5,thick,margherita.jpg
16,2,1,Prosciutto,8.5,thick,prosciutto.jpg
16,2,2,Caprese,7.5,thick,caprese.jpg
16,2,3,Caprese,7.5,average,caprese.jpg
17,1,1,Margherita,7.5,average,margherita.jpg
17,1,2,Prosciutto,9,thin,prosciutto.jpg
17,1,3,Caprese,9,thin,caprese.jpg
17,2,1,Salame,7.5,thick,salame.jpg
17,2,2,Salame,8,thin,salame.jpg
17,2,3,Bianca,9,thin,bianca.jpg
18,1,1,Prosciutto,9,thin,prosciutto.jpg
18,1,2,Margherita,7.5,thick,margherita.jpg
18,1,3,Bianca,8,thick,bianca.jpg
18,2,1,Prosciutto,9,thick,prosciutto.jpg
18,2,2,Salame,7.5,thin,salame.jpg
18,2,3,Bianca,9,thin,bianca.jpg
19,1,1,Margherita,8.5,average,margherita.jpg
19,1,2,Bianca,8,thick,bianca.jpg
19,1,3,Bianca,7.5,thick,bianca.jpg
19,2,1,Caprese,8.5,average,caprese.jpg
19,2,2,Margherita,9,thin,margherita.jpg
19,2,3,Bianca,9,thick,bianca.jpg
20,1,1,Margherita,8.5,thick,margherita.jpg
20,1,2,Margherita,9,thick,margherita.jpg
20,1,3,Prosciutto,8.5,thick,prosciutto.jpg
20,2,1,Margherita,8,thick,margherita.jpg
20,2,2,Bianca,9,thick,bianca.jpg
20,2,3,Margherita,8,average,margherita.jpg
21,1,1,Salame,8.5,thick,salame.jpg
21,1,2,Prosciutto,8,thin,prosciutto.jpg
21,1,3,Bianca,8,average,bianca.jpg
21,2,1,Margherita,8.5,thin,margherita.jpg
21,2,2,Prosciutto,7.5,thin,prosciutto.jpg
21,2,3,Margherita,8.5,thick,margherita.jpg
22,1,1,Margherita,7.5,thin,margherita.jpg
22,1,2,Margherita,9,thick,margherita.jpg
22,1,3,Margherita,7.5,thick,margherita.jpg
22,2,1,Salame,9,average,salame.jpg
22,2,2,Salame,8,thin,salame.jpg
22,2,3,Caprese,7.5,thick,caprese.jpg
23,1,1,Prosciutto,7.5,average,prosciutto.jpg
23,1,2,Salame,7.5,thick,salame.jpg
23,1,3,Bianca,8.5,average,bianca.jpg
23,2,1,Margherita,8.5,thin,margherita.jpg
23,2,2,Caprese,8,thin,caprese.jpg
23,2,3,Margherita,8.5,average,margherita.jpg
24,1,1,Bianca,8.5,thin,bianca.jpg
24,1,2,Margherita,7.5,thin,margherita.jpg
24,1,3,Salame,9,thick,salame.jpg
24,2,1,Prosciutto,8.5,thin,prosciutto.jpg
24,2,2,Caprese,8.5,thick,caprese.jpg
24,2,3,Margherita,9,thick,margherita.jpg
25,1,1,Prosciutto,8.5,thin,prosciutto.jpg
25,1,2,Prosciutto,8.5,average,prosciutto.jpg
25,1,3,Salame,8.5,thin,salame.jpg
25,2,1,Caprese,7.5,thick,caprese.jpg
25,2,2,Margherita,8,thick,margherita.jpg
25,2,3,Prosciutto,7.5,average,prosciutto.jpg
26,1,1,Caprese,7.5,average,caprese.jpg
26,1,2,Caprese,8,average,caprese.jpg
26,1,3,Salame,9,thin,salame.jpg
26,2,1,Bianca,8.5,thick,bianca.jpg
26,2,2,Prosciutto,7.5,thin,prosciutto.jpg
26,2,3,Bianca,7.5,thick,bianca.jpg
27,1,1,Salame,8,thin,salame.jpg
27,1,2,Salame,9,thin,salame.jpg
27,1,3,Caprese,8,average,caprese.jpg
27,2,1,Bianca,7.5,thin,bianca.jpg
27,2,2,Caprese,7.5,average,caprese.jpg
27,2,3,Bianca,9,thin,bianca.jpg
28,1,1,Prosciutto,7.5,thick,prosciutto.jpg
28,1,2,Bianca,8.5,thin,bianca.jpg
28,1,3,Bianca,8,thick,bianca.jpg
28,2,1,Caprese,8,average,caprese.jpg
28,2,2,Bianca,9,thin,bianca.jpg
28,2,3,Salame,7.5,thick,salame.jpg
29,1,1,Margherita,8.5,thin,margherita.jpg
29,1,2,Prosciutto,9,thin,prosciutto.jpg
29,1,3,Margherita,8.5,thick,margherita.jpg
29,2,1,Prosciutto,8.5,average,prosciutto.jpg
29,2,2,Caprese,7.5,thick,caprese.jpg
29,2,3,Bianca,8.5,thin,bianca.jpg
30,1,1,Bianca,8.5,thin,bianca.jpg
30,1,2,Bianca,7.5,thick,bianca.jpg
30,1,3,Salame,7.5,thin,salame.jpg
30,2,1,Caprese,7.5,thin,caprese.jpg
30,2,2,Salame,8,thick,salame.jpg
30,2,3,Margherita,8.5,thin,margherita.jpg
31,1,1,Salame,7.5,thick,salame.jpg
31,1,2,Caprese,8,average,caprese.jpg
31,1,3,Margherita,8.5,average,margherita.jpg
31,2,1,Prosciutto,7.5,thin,prosciutto.jpg
31,2,2,Caprese,7.5,average,caprese.jpg
31,2,3,Salame,9,average,salame.jpg
32,1,1,Salame,7.5,average,salame.jpg
32,1,2,Prosciutto,7.5,thick,prosciutto.jpg
32,1,3,Salame,8,average,salame.jpg
32,2,1,Prosciutto,7.5,thin,prosciutto.jpg
32,2,2,Caprese,7.5,average,caprese.jpg
32,2,3,Caprese,9,average,caprese.jpg
33,1,1,Bianca,7.5,thick,bianca.jpg
33,1,2,Margherita,8.5,thin,margherita.jpg
33,1,3,Prosciutto,8,average,prosciutto.jpg
33,2,1,Margherita,8.5,average,margherita.jpg
33,2,2,Salame,9,thick,salame.jpg
33,2,3,Salame,8,thick,salame.jpg
34,1,1,Caprese,9,thin,caprese.jpg
34,1,2,Caprese,9,thick,caprese.jpg
34,1,3,Margherita,8.5,average,margherita.jpg
34,2,1,Margherita,7.5,thick,margherita.jpg
34,2,2,Prosciutto,7.5,thin,prosciutto.jpg
34,2,3,Margherita,7.5,average,margherita.jpg
35,1,1,Salame,7.5,average,salame.jpg
35,1,2,Bianca,9,average,bianca.jpg
35,1,3,Bianca,7.5,thick,bianca.jpg
35,2,1,Salame,8.5,thin,salame.jpg
35,2,2,Salame,7.5,thick,salame.jpg
35,2,3,Margherita,8.5,average,margherita.jpg
36,1,1,Margherita,9,thin,margherita.jpg
36,1,2,Caprese,9,average,caprese.jpg
36,1,3,Salame,8.5,thin,salame.jpg
36,2,1,Caprese,7.5,thick,caprese.jpg
36,2,2,Margherita,8.5,thin,margherita.jpg
36,2,3,Margherita,8.5,average,margherita.jpg
37,1,1,Caprese,7.5,average,caprese.jpg
37,1,2,Caprese,9,thin,caprese.jpg
37,1,3,Caprese,9,thick,caprese.jpg
37,2,1,Margherita,8.5,average,margherita.jpg
37,2,2,Salame,8,average,salame.jpg
37,2,3,Margherita,8.5,thin,margherita.jpg
38,1,1,Bianca,8.5,average,bianca.jpg
38,1,2,Bianca,8.5,thick,bianca.jpg
38,1,3,Salame,8.5,average,salame.jpg
38,2,1,Bianca,8,average,bianca.jpg
38,2,2,Margherita,7.5,thin,margherita.jpg
38,2,3,Margherita,7.5,thick,margherita.jpg
39,1,1,Prosciutto,8,thin,prosciutto.jpg
39,1,2,Margherita,8,thin,margherita.jpg
39,1,3,Salame,9,thick,salame.jpg
39,2,1,Caprese,8.5,average,caprese.jpg
39,2,2,Margherita,7.5,thin,margherita.jpg
39,2,3,Prosciutto,9,thick,prosciutto.jpg
40,1,1,Margherita,7.5,thick,margherita.jpg
40,1,2,Prosciutto,9,average,prosciutto.jpg
40,1,3,Margherita,8,thin,margherita.jpg
40,2,1,Prosciutto,8,average,prosciutto.jpg
40,2,2,Bianca,8,thick,bianca.jpg
40,2,3,Salame,8.5,average,salame.jpg
41,1,1,Caprese,7.5,average,caprese.jpg
41,1,2,Bianca,8,thin,bianca.jpg
41,1,3,Salame,7.5,average,salame.jpg
41,2,1,Salame,8.5,thick,salame.jpg
41,2,2,Prosciutto,7.5,thin,prosciutto.jpg
41,2,3,Bianca,9,thick,bianca.jpg
42,1,1,Bianca,7.5,thick,bianca.jpg
42,1,2,Caprese,8,average,caprese.jpg
42,1,3,Prosciutto,9,average,prosciutto.jpg
42,2,1,Caprese,7.5,thick,caprese.jpg
42,2,2,Bianca,9,thick,bianca.jpg
42,2,3,Margherita,8,thick,margherita.jpg
43,1,1,Bianca,9,thick,bianca.jpg
43,1,2,Margherita,9,thin,margherita.jpg
43,1,3,Bianca,7.5,average,bianca.jpg
43,2,1,Bianca,8,thin,bianca.jpg
43,2,2,Margherita,7.5,thick,margherita.jpg
43,2,3,Prosciutto,8.5,thick,prosciutto.jpg
44,1,1,Caprese,8,thick,caprese.jpg
44,1,2,Salame,7.5,thin,salame.jpg
44,1,3,Bianca,9,thin,bianca.jpg
44,2,1,Caprese,7.5,thick,caprese.jpg
44,2,2,Prosciutto,9,average,prosciutto.jpg
44,2,3,Caprese,8.5,thick,caprese.jpg
45,1,1,Salame,8.5,average,salame.jpg
45,1,2,Caprese,7.5,thick,caprese.jpg
45,1,3,Caprese,8,thin,caprese.jpg
45,2,1,Caprese,8,thick,caprese.jpg
45,2,2,Salame,8,average,salame.jpg
45,2,3,Prosciutto,9,average,prosciutto.jpg
46,1,1,Bianca,7.5,thick,bianca.jpg
46,1,2,Bianca,8,thick,bianca.jpg
46,1,3,Bianca,8.5,average,bianca.jpg
46,2,1,Prosciutto,8.5,average,prosciutto.jpg
46,2,2,Prosciutto,9,average,prosciutto.jpg
46,2,3,Prosciutto,7.5,thin,prosciutto.jpg
47,1,1,Salame,8.5,thin,salame.jpg
47,1,2,Caprese,8,thin,caprese.jpg
47,1,3,Bianca,8,thin,bianca.jpg
47,2,1,Prosciutto,9,thick,prosciutto.jpg
47,2,2,Prosciutto,8.5,average,prosciutto.jpg
47,2,3,Margherita,8,thick,margherita.jpg
48,1,1,Caprese,7.5,thin,caprese.jpg
48,1,2,Bianca,8,thick,bianca.jpg
48,1,3,Margherita,9,average,margherita.jpg
48,2,1,Caprese,9,thick,caprese.jpg
48,2,2,Caprese,8,average,caprese.jpg
48,2,3,Bianca,7.5,average,bianca.jpg
49,1,1,Caprese,9,thin,caprese.jpg
49,1,2,Prosciutto,8.5,thick,prosciutto.jpg
49,1,3,Caprese,8.5,thick,caprese.jpg
49,2,1,Caprese,9,average,caprese.jpg
49,2,2,Margherita,7.5,average,margherita.jpg
49,2,3,Caprese,9,thick,caprese.jpg
50,1,1,Prosciutto,9,thick,prosciutto.jpg
50,1,2,Prosciutto,8.5,average,prosciutto.jpg
50,1,3,Salame,8,thick,salame.jpg
50,2,1,Bianca,8,thin,bianca.jpg
50,2,2,Margherita,8,thick,margherita.jpg
50,2,3,Margherita,8,average,margherita.jpg
51,1,1,Salame,8.5,thin,salame.jpg
51,1,2,Bianca,8.5,thick,bianca.jpg
51,1,3,Bianca,7.5,thick,bianca.jpg
51,2,1,Prosciutto,7.5,thick,prosciutto.jpg
51,2,2,Caprese,7.5,thick,caprese.jpg
51,2,3,Prosciutto,8.5,average,prosciutto.jpg
52,1,1,Bianca,9,average,bianca.jpg
52,1,2,Prosciutto,8.5,average,prosciutto.jpg
52,1,3,Margherita,8.5,thick,margherita.jpg
52,2,1,Salame,8,thin,salame.jpg
52,2,2,Salame,9,thin,salame.jpg
52,2,3,Bianca,7.5,thick,bianca.jpg
53,1,1,Bianca,8,average,bianca.jpg
53,1,2,Salame,8,thick,salame.jpg
53,1,3,Salame,8,average,salame.jpg
53,2,1,Salame,8,thin,salame.jpg
53,2,2,Prosciutto,8.5,thin,prosciutto.jpg
53,2,3,Caprese,8,thin,caprese.jpg
54,1,1,Caprese,8.5,thick,caprese.jpg
54,1,2,Caprese,8,thin,caprese.jpg
54,1,3,Bianca,8.5,thick,bianca.jpg
54,2,1,Prosciutto,8,average,prosciutto.jpg
54,2,2,Margherita,8.5,thick,margherita.jpg
54,2,3,Bianca,7.5,thick,bianca.jpg
55,1,1,Margherita,9,thin,margherita.jpg
55,1,2,Caprese,7.5,thick,caprese.jpg
55,1,3,Caprese,7.5,average,caprese.jpg
55,2,1,Bianca,8.5,average,bianca.jpg
55,2,2,Salame,7.5,thin,salame.jpg
55,2,3,Prosciutto,8.5,thin,prosciutto.jpg
56,1,1,Caprese,9,thick,caprese.jpg
56,1,2,Prosciutto,8,thick,prosciutto.jpg
56,1,3,Margherita,9,thin,margherita.jpg
56,2,1,Salame,9,average,salame.jpg
56,2,2,Margherita,8.5,thin,margherita.jpg
56,2,3,Margherita,8.5,thick,margherita.jpg
57,1,1,Bianca,9,thick,bianca.jpg
57,1,2,Caprese,8,average,caprese.jpg
57,1,3,Margherita,8.5,thin,margherita.jpg
57,2,1,Prosciutto,9,thick,prosciutto.jpg
57,2,2,Salame,7.5,thick,salame.jpg
57,2,3,Margherita,8,average,margherita.jpg
58,1,1,Bianca,9,thin,bianca.jpg
58,1,2,Prosciutto,8,average,prosciutto.jpg
58,1,3,Caprese,9,average,caprese.jpg
58,2,1,Bianca,8,thick,bianca.jpg
58,2,2,Salame,9,thin,salame.jpg
58,2,3,Caprese,7.5,average,caprese.jpg
59,1,1,Bianca,9,thin,bianca.jpg
59,1,2,Margherita,9,average,margherita.jpg
59,1,3,Caprese,8.5,thick,caprese.jpg
59,2,1,Margherita,8,thick,margherita.jpg
59,2,2,Caprese,9,thick,caprese.jpg
59,2,3,Prosciutto,8.5,thin,prosciutto.jpg
60,1,1,Margherita,7.5,average,margherita.jpg
60,1,2,Caprese,8.5,thin,caprese.jpg
60,1,3,Caprese,8.5,thick,caprese.jpg
60,2,1,Margherita,8,average,margherita.jpg
60,2,2,Salame,8,average,salame.jpg
60,2,3,Salame,8,thick,salame.jpg
61,1,1,Prosciutto,8.5,thick,prosciutto.jpg
61,1,2,Salame,9,average,salame.jpg
61,1,3,Bianca,7.5,thick,bianca.jpg
61,2,1,Caprese,8,thin,caprese.jpg
61,2,2,Bianca,7.5,average,bianca.jpg
61,2,3,Salame,8.5,average,salame.jpg
62,1,1,Bianca,8,thin,bianca.jpg
62,1,2,Caprese,7.5,thick,caprese.jpg
62,1,3,Prosciutto,9,thick,prosciutto.jpg
62,2,1,Bianca,8.5,thin,bianca.jpg
62,2,2,Salame,8.5,average,salame.jpg
62,2,3,Bianca,8.5,average,bianca.jpg
63,1,1,Bianca,7.5,thin,bianca.jpg
63,1,2,Caprese,8,thick,caprese.jpg
63,1,3,Bianca,9,average,bianca.jpg
63,2,1,Margherita,9,thin,margherita.jpg
63,2,2,Salame,9,thin,salame.jpg
63,2,3,Margherita,8.5,thick,margherita.jpg
64,1,1,Bianca,8.5,thin,bianca.jpg
64,1,2,Salame,7.5,thin,salame.jpg
64,1,3,Salame,9,thin,salame.jpg
64,2,1,Margherita,9,thin,margherita.jpg
64,2,2,Caprese,9,thick,caprese.jpg
64,2,3,Prosciutto,9,average,prosciutto.jpg
65,1,1,Margherita,8,average,margherita.jpg
65,1,2,Margherita,9,thick,margherita.jpg
65,1,3,Bianca,9,thick,bianca.jpg
65,2,1,Margherita,8.5,thick,margherita.jpg
65,2,2,Salame,8,average,salame.jpg
65,2,3,Bianca,8.5,average,bianca.jpg
66,1,1,Prosciutto,8.5,thin,prosciutto.jpg
66,1,2,Caprese,8.5,thick,caprese.jpg
66,1,3,Bianca,7.5,average,bianca.jpg
66,2,1,Caprese,7.5,average,caprese.jpg
66,2,2,Caprese,8.5,thin,caprese.jpg
66,2,3,Salame,7.5,thick,salame.jpg
67,1,1,Prosciutto,8.5,average,prosciutto.jpg
67,1,2,Caprese,9,thin,caprese.jpg
67,1,3,Prosciutto,7.5,thin,prosciutto.jpg
67,2,1,Prosciutto,9,thin,prosciutto.jpg
67,2,2,Salame,8.5,average,salame.jpg
67,2,3,Margherita,7.5,average,margherita.jpg
68,1,1,Prosciutto,8,thick,prosciutto.jpg
68,1,2,Prosciutto,8,thin,prosciutto.jpg
68,1,3,Salame,8.5,thin,salame.jpg
68,2,1,Bianca,8.5,thin,bianca.jpg
68,2,2,Bianca,9,thin,bianca.jpg
68,2,3,Prosciutto,8.5,thick,prosciutto.jpg
69,1,1,Margherita,9,average,margherita.jpg
69,1,2,Salame,7.5,thin,salame.jpg
69,1,3,Bianca,8.5,thin,bianca.jpg
69,2,1,Caprese,8,thick,caprese.jpg
69,2,2,Caprese,7.5,thick,caprese.jpg
69,2,3,Prosciutto,9,thick,prosciutto.jpg
70,1,1,Caprese,8,thin,caprese.jpg
70,1,2,Margherita,8.5,average,margherita.jpg
70,1,3,Bianca,9,thin,bianca.jpg
70,2,1,Salame,8.5,thick,salame.jpg
70,2,2,Prosciutto,8,thick,prosciutto.jpg
70,2,3,Prosciutto,7.5,thick,prosciutto.jpg
71,1,1,Prosciutto,8.5,average,prosciutto.jpg
71,1,2,Bianca,8,average,bianca.jpg
71,1,3,Caprese,8,average,caprese.jpg
71,2,1,Salame,7.5,thick,salame.jpg
71,2,2,Salame,9,thick,salame.jpg
71,2,3,Margherita,9,thin,margherita.jpg
72,1,1,Salame,8.5,average,salame.jpg
72,1,2,Salame,7.5,thin,salame.jpg
72,1,3,Margherita,7.5,thin,margherita.jpg
72,2,1,Prosciutto,9,thick,prosciutto.jpg
72,2,2,Bianca,7.5,thin,bianca.jpg
72,2,3,Prosciutto,9,average,prosciutto.jpg
73,1,1,Salame,9,thick,salame.jpg
73,1,2,Caprese,8.5,thick,caprese.jpg
73,1,3,Prosciutto,9,thick,prosciutto.jpg
73,2,1,Prosciutto,7.5,thick,prosciutto.jpg
73,2,2,Margherita,8.5,thin,margherita.jpg
73,2,3,Bianca,7.5,thin,bianca.jpg
74,1,1,Salame,8,thick,salame.jpg
74,1,2,Caprese,8,thin,caprese.jpg
74,1,3,Prosciutto,9,average,prosciutto.jpg
74,2,1,Bianca,9,thick,bianca.jpg
74,2,2,Caprese,9,thick,caprese.jpg
74,2,3,Caprese,8.5,average,caprese.jpg
75,1,1,Margherita,7.5,thick,margherita.jpg
75,1,2,Bianca,9,thin,bianca.jpg
75,1,3,Prosciutto,9,thin,prosciutto.jpg
75,2,1,Salame,7.5,average,salame.jpg
75,2,2,Caprese,8.5,average,caprese.jpg
75,2,3,Margherita,7.5,thin,margherita.jpg
76,1,1,Prosciutto,8,thin,prosciutto.jpg
76,1,2,Margherita,9,thick,margherita.jpg
76,1,3,Margherita,9,thin,margherita.jpg
76,2,1,Prosciutto,9,average,prosciutto.jpg
76,2,2,Salame,8,thick,salame.jpg
76,2,3,Margherita,8,average,margherita.jpg
77,1,1,Margherita,7.5,thick,margherita.jpg
77,1,2,Salame,8.5,thin,salame.jpg
77,1,3,Margherita,8.5,average,margherita.jpg
77,2,1,Bianca,8.5,average,bianca.jpg
77,2,2,Caprese,8.5,thick,caprese.jpg
77,2,3,Prosciutto,9,thick,prosciutto.jpg
78,1,1,Caprese,8.5,thick,caprese.jpg
78,1,2,Bianca,8.5,thick,bianca.jpg
78,1,3,Caprese,8,thick,caprese.jpg
78,2,1,Prosciutto,8,thick,prosciutto.jpg
78,2,2,Prosciutto,8,thin,prosciutto.jpg
78,2,3,Salame,8.5,thick,salame.jpg
79,1,1,Salame,8,thick,salame.jpg
79,1,2,Margherita,8,average,margherita.jpg
79,1,3,Margherita,8.5,average,margherita.jpg
79,2,1,Margherita,7.5,thick,margherita.jpg
79,2,2,Salame,9,average,salame.jpg
79,2,3,Bianca,9,average,bianca.jpg
80,1,1,Caprese,8,thick,caprese.jpg
80,1,2,Prosciutto,9,thin,prosciutto.jpg
80,1,3,Caprese,9,thin,caprese.jpg
80,2,1,Caprese,9,average,caprese.jpg
80,2,2,Caprese,7.5,thin,caprese.jpg
80,2,3,Bianca,9,average,bianca.jpg
81,1,1,Caprese,8,thin,caprese.jpg
81,1,2,Bianca,8,thin,bianca.jpg
81,1,3,Margherita,8.5,average,margherita.jpg
81,2,1,Bianca,7.5,average,bianca.jpg
81,2,2,Margherita,8,thick,margherita.jpg
81,2,3,Margherita,9,average,margherita.jpg
82,1,1,Margherita,8,average,margherita.jpg
82,1,2,Caprese,8,thick,caprese.jpg
82,1,3,Prosciutto,8.5,average,prosciutto.jpg
82,2,1,Caprese,9,thick,caprese.jpg
82,2,2,Bianca,8.5,thin,bianca.jpg
82,2,3,Margherita,8.5,thin,margherita.jpg
83,1,1,Margherita,9,thick,margherita.jpg
83,1,2,Salame,8,thick,salame.jpg
83,1,3,Caprese,7.5,thin,caprese.jpg
83,2,1,Margherita,8,average,margherita.jpg
83,2,2,Salame,8,thin,salame.jpg
83,2,3,Salame,8.5,thin,salame.jpg
84,1,1,Caprese,8,thin,caprese.jpg
84,1,2,Margherita,7.5,thin,margherita.jpg
84,1,3,Prosciutto,8.5,thick,prosciutto.jpg
84,2,1,Bianca,8.5,thick,bianca.jpg
84,2,2,Caprese,8,thick,caprese.jpg
84,2,3,Salame,8.5,thick,salame.jpg
85,1,1,Bianca,8,thin,bianca.jpg
85,1,2,Caprese,8,thin,caprese.jpg
85,1,3,Bianca,8,thick,bianca.jpg
85,2,1,Prosciutto,8.5,average,prosciutto.jpg
85,2,2,Caprese,9,thick,caprese.jpg
85,2,3,Caprese,9,average,caprese.jpg
86,1,1,Prosciutto,8.5,thin,prosciutto.jpg
86,1,2,Prosciutto,7.5,thin,prosciutto.jpg
86,1,3,Salame,8,thick,salame.jpg
86,2,1,Margherita,8,thick,margherita.jpg
86,2,2,Caprese,8,thin,caprese.jpg
86,2,3,Prosciutto,8,average,prosciutto.jpg
87,1,1,Caprese,7.5,thin,caprese.jpg
87,1,2,Caprese,9,thick,caprese.jpg
87,1,3,Margherita,7.5,average,margherita.jpg
87,2,1,Bianca,8,thick,bianca.jpg
87,2,2,Caprese,8.5,thick,caprese.jpg
87,2,3,Caprese,8,average,caprese.jpg
88,1,1,Caprese,8,thick,caprese.jpg
88,1,2,Bianca,8,thick,bianca.jpg
88,1,3,Margherita,7.5,thin,margherita.jpg
88,2,1,Bianca,8.5,thick,bianca.jpg
88,2,2,Caprese,8.5,thick,caprese.jpg
88,2,3,Prosciutto,7.5,thick,prosciutto.jpg
89,1,1,Caprese,8.5,thin,caprese.jpg
89,1,2,Bianca,8.5,thin,bianca.jpg
89,1,3,Caprese,8,thick,caprese.jpg
89,2,1,Salame,8.5,thick,salame.jpg
89,2,2,Bianca,7.5,thick,bianca.jpg
89,2,3,Bianca,8,average,bianca.jpg
90,1,1,Bianca,8.5,average,bianca.jpg
90,1,2,Prosciutto,7.5,thin,prosciutto.jpg
90,1,3,Prosciutto,8,thin,prosciutto.jpg
90,2,1,Margherita,7.5,thick,margherita.jpg
90,2,2,Prosciutto,8.5,thin,prosciutto.jpg
90,2,3,Bianca,9,average,bianca.jpg
91,1,1,Bianca,8,average,bianca.jpg
91,1,2,Margherita,9,thick,margherita.jpg
91,1,3,Caprese,9,average,caprese.jpg
91,2,1,Prosciutto,7.5,thick,prosciutto.jpg
91,2,2,Salame,7.5,thin,salame.jpg
91,2,3,Salame,8.5,thick,salame.jpg
92,1,1,Prosciutto,8.5,average,prosciutto.jpg
92,1,2,Prosciutto,7.5,thin,prosciutto.jpg
92,1,3,Caprese,9,thin,caprese.jpg
92,2,1,Margherita,7.5,average,margherita.jpg
92,2,2,Prosciutto,7.5,average,prosciutto.jpg
92,2,3,Salame,8,average,salame.jpg
93,1,1,Bianca,8.5,thin,bianca.jpg
93,1,2,Margherita,8,thin,margherita.jpg
93,1,3,Margherita,8.5,thick,margherita.jpg
93,2,1,Margherita,9,thick,margherita.jpg
